IATA,ICAO,Name,
"TTX","YTST","Mungalalu Truscott Airbase|Truscott-Mungalalu Airport",
"TUA","SETU","Teniente Coronel Luis a Mantilla International Airport",
"TUB","NTAT","Tubuai ??"" Mataura Airport",
"TUC","SANT","Teniente General Benjam??n Matienzo International Airport",
"TUD","GOTT","Tambacounda Airport",
"TUF","LFOT","Tours Val de Loire Airport",
"TUG","RPUT","Tuguegarao Airport",
"TUI","OETR","Turaif Domestic Airport",
"TUJ","HAMJ","Tum Airport",
"TUK","OPTU","Turbat International Airport",
"TUL","KTUL","Tulsa International Airport",
"TUM","YTMU","Tumut Airport",
"TUN","DTTA","Tunis??""Carthage International Airport",
"TUO","NZAP","Taupo Airport",
"TUP","KTUP","Tupelo Regional Airport",
"TUQ","DFOT","Tougan Airport",
"TUR","SBTU","Tucuru?? Airport",
"TUS","KTUS","Tucson International Airport",
"TUU","OETB","Tabuk Regional Airport",
"TUV","SVTC","San Rafael Airport |San Rafael Airport",
"TVA","FMMR","Morafenobe Airport",
"TVC","KTVC","Cherry Capital Airport",
"TVF","KTVF","Thief River Falls Regional Airport",
"TVI","KTVI","Thomasville Regional Airport",
"TVL","KTVL","Lake Tahoe Airport",
"TVS","ZBTS","Tangshan Sann??he Airport",
"TVU","NFNM","Matei Airport",
"TVY","VYDW","Dawei Airport",
"TWB","YTWB","Toowoomba City Aerodrome",
"TWF","KTWF","Magic Valley Regional Airport",
"TWT","RPMN","Sanga-Sanga Airport",
"TWU","WBKW","Tawau Airport",
"TWZ","NZUK","Pukaki Airport",
"TXF","SNTF","Teixeira de Freitas Airport",
"TXK","KTXK","Texarkana Regional Airport",
"TXL","EDDT","Berlin Tegel Airport",
"TXM","WAST","Teminabuan Airport",
"TXN","ZSTX","Huangshan Tunxi International Airport",
"TXU","DITB","Tabou Airport",
"TYA","UUBT","Klokovo|Klokovo Airport",
"TYB","YTIB","Tibooburra Airport",
"TYD","UHBW","Tynda Airport",
"TYF","ESST","Torsby Airport",
"TYL","SPYL","Capit?!n FAP V??ctor Montes Arias International Airport",
"TYM","MYES","Staniel Cay Airport",
"TYN","ZBYN","Taiyuan Wusu International Airport",
"TYO",,"metropolitan area{{ref|2|2}}",
"TYP","YTMY","Tobermorey Airport",
"TYR","KTYR","Tyler Pounds Regional Airport",
"TYS","KTYS","McGhee Tyson Airport",
"TYT","SUTR","Treinta y Tres Airport",
"TYZ","KTYL","Taylor Airport , ""Taylor, Arizona|Taylor",
"TZC","KCFS","Tuscola Area Airport",
"TZL","LQTZ","Tuzla International Airport",
"TZN","MYAK","South Andros Airport",
"TZX","LTCG","Trabzon Airport",
"UAB","LTAG","Incirlik Air Base",
"UAH","NTMU","Ua Huka Airport",
"UAI","WPDB","Suai Airport",
"UAK","BGBW","Narsarsuaq Airport",
"UAL","FNUA","Luau Airport",
"UAM","PGUA","Andersen Air Force Base",
"UAP","NTMP","Ua Pou Airport",
"UAQ","SANU","Domingo Faustino Sarmiento Airport",
"UAR","GMFB","Bouarfa Airport",
"UAS","HKSB","Samburu Airport",
"UBA","SBUR","Uberaba Airport|M?!rio de Almeida Franco Airport",
"UBB","YMAA","Mabuiag Island Airport",
"UBJ","RJDC","Yamaguchi Ube Airport",
"UBP","VTUU","Ubon Ratchathani Airport",
"UBR","WAJU","Ubrub Airport",
"UBS","KUBS","Columbus-Lowndes County Airport",
"UBT","SDUB","Ubatuba Airport"" |S??o Paulo",
"UBU","YKAL","Kalumburu Airport",
"UCC","KUCC","Yucca Airstrip",
"UCK","UKLC","Lutsk Airport",
"UCN","GLBU","Buchanan Airport",
"UCT","UUYH","Ukhta Airport",
"UCY","KUCY","Everett??""Stewart Regional Airport",
"UDA","YUDA","Undara Airport",
"UDD","KUDD","Bermuda Dunes Airport",
"UDE","EHVK","Volkel Air Base",
"UDI","SBUL","Uberl??ndia Airport|Ten. Cel. Av. C??sar Bombonato Airport",
"UDJ","UKLU","Uzhhorod International Airport",
"UDN","LIPD","Campoformido Airport",
"UDR","VAUD","Maharana Pratap Airport",
"UEE","YQNS","Queenstown Airport, Tasmania|Queenstown Airport",
"UEL","FQQL","Quelimane Airport",
"UEN","USDU","Urengoy Airport",
"UEO","ROKJ","Kumejima Airport",
"UES","KUES","Waukesha County Airport",
"UET","OPQT","Quetta International Airport",
"UFA","UWUU","Ufa International Airport",
"UGA","ZMBN","Bulgan Airport",
"UGC","UTNU","Urgench International Airport",
"UGN","KUGN","Waukegan National Airport",
"UGO","FNUG","U??ge Airport",
"UGT","ZMBR","Bulagtai Airport",
"UHE","LKKU","Kunovice Airport",
"UIB","SKUI","El Cara??o Airport",
"UIH","VVPC","Phu Cat Airport",
"UII","MHUT","??tila Airport",
"UIK","UIBS","Ust-Ilimsk Airport",
"UIL","KUIL","Quillayute Airport",
"UIN","KUIN","Quincy Regional Airport",
"UIO","SEQM","Mariscal Sucre International Airport",
"UIP","LFRQ","Quimper??""Cornouaille Airport"" |Brittany",
"UIQ","NVVQ","Quoin Hill Airfield",
"UIR","YQDI","Quirindi Airport",
"UJN","RKTL","Uljin Airport",
"UJU","ZKUJ","Uiju Airfield",
"UKA","HKUK","Ukunda Airport",
"UKB","RJBE","Kobe Airport",
"UKG","UEBT","Ust-Kuyga Airport",
"UKH","OOMK","Mukhaizna Airport",
"UKI","KUKI","Ukiah Municipal Airport",
"UKK","UASK","Oskemen Airport",
"UKR","OYMK","Mukeiras Airport",
"UKS","UKFB","Sevastopol International Airport",
"UKT","KUKT","Quakertown Airport",
"UKX","UITT","Ust-Kut Airport",
"ULA","SAWJ","Capit?!n Jos?? Daniel Vazquez Airport",
"ULB","NVSU","Ulei Airport",
"ULD","FAUL","Ulundi Airport",
"ULG","ZMUL","?-lgii Airport",
"ULH","OEAO","Prince Abdul Majeed bin Abdulaziz Domestic Airport",
"ULK","UERL","Lensk Airport",
"ULM","KULM","New Ulm Municipal Airport",
"ULN","ZMUB","Chinggis Khaan International Airport",
"ULO","ZMUG","Ulaangom Airport",
"ULP","YQLP","Quilpie Airport",
"ULQ","SKUL","Heriberto G??l Mart??nez Airport",
"ULU","HUGU","Gulu Airport",
"ULV","UWLL","Ulyanovsk Baratayevka Airport",
"ULY","UWLW","Ulyanovsk Vostochny Airport",
"ULZ","ZMDN","Donoi Airport",
"UME","ESNU","Ume?? Airport",
"UMI","SPIL","Quince Mil Airport",
"UMM","PAST","Summit Airport |Summit Airport",
"UMR","YPWR","RAAF Woomera Airfield",
"UMS","UEMU","Ust-Maya Airport",
"UMT","PAUM","Umiat Airport",
"UMU","SSUM","Umuarama Airport|Orlando de Carvalho Airport",
"UMY","UKHS","Sumy Airport",
"UNA","SBTC","Una-Comandatuba Airport",
"UND","OAUZ","Kunduz Airport",
"UNE","FXQN","Qacha's Nek Airport",
"UNG","AYKI","Kiunga Airport",
"UNI","TVSU","Union Island Airport",
"UNK","PAUN","Unalakleet Airport",
"UNN","VTSR","Ranong Airport",
"UNR","ZMUH","?-nd??rkhaan Airport",
"UNU","KUNU","Dodge County Airport",
"UOA","NTTX","Mururoa Airport",
"UOL","WAMY","Buol Airport|Pogogul Airport",
"UOS","KUOS","Franklin County Airport |Franklin County Airport",
"UOX","KUOX","University-Oxford Airport",
"UPB","MUPB","Playa Baracoa Airport",
"UPG","WAAA","Sultan Hasanuddin International Airport",
"UPL","MRUP","Upala Airport",
"UPN","MMPN","Uruapan International Airport|Ignacio L??pez Ray??n International Airport",
"UPP","PHUP","Upolu Airport",
"UPV","EGDJ","RAF Upavon",
"URA","UARR","Oral Ak Zhol Airport",
"URC","ZWWW","??r??mqi Diwopu International Airport",
"URD","EDQE","Burg Feuerstein Airport",
"URE","EEKE","Kuressaare Airport",
"URG","SBUG","Rubem Berta International Airport",
"URI","SKUB","Uribe Airport",
"URJ","USHU","Uray Airport",
"URM","SVUM","Uriman Airport",
"URN","OAOG","Urgun Airport",
"URO","LFOP","Rouen Airport",
"URR","SKUR","Urrao Airport",
"URS","UUOK","Kursk Vostochny Airport",
"URT","VTSB","Surat Thani Airport",
"URY","OEGT","Gurayat Domestic Airport",
"URZ","OARG","Uruzgan Airport",
"USA","KJQF","Concord Regional Airport",
"USC",,"Union County Airport , ""Union, South Carolina|Union",
"USH","SAWH","Ushuaia ??"" Malvinas Argentinas International Airport",
"USI","SYMB","Mabaruma Airport",
"USK","UUYS","Usinsk Airport",
"USL","YUSL","Useless Loop Airport",
"USM","VTSM","Samui Airport",
"USN","RKPU","Ulsan Airport",
"USQ","LTBO","U??ak Airport",
"USR","UEMT","Ust-Nera Airport",
"USS","MUSS","Sancti Sp??ritus Airport",
"UST","KSGJ","Northeast Florida Regional Airport",
"USU","RPVV","Francisco B. Reyes Airport",
"UTA","FVMU","Mutare Airport",
"UTB","YMTB","Muttaburra Airport",
"UTC","EHSB","Soesterberg Air Base",
"UTG","FXQG","Quthing Airport",
"UTH","VTUD","Udon Thani International Airport",
"UTI","EFUT","Utti Airport",
"UTM","KUTA","Tunica Municipal Airport",
"UTN","FAUP","Upington Airport",
"UTO","PAIM","Indian Mountain LRRS Airport",
"UTP","VTBU","U-Tapao International Airport",
"UTR","VTPU","Uttaradit Airport",
"UTS","UUYX","Ust-Tsilma Airport",
"UTT","FAUT","Mthatha Airport",
"UTW","FAQT","Queenstown Airport |Queenstown Airport",
"UUA","UWKB","Bugulma Airport",
"UUD","UIUU","Baikal International Airport",
"UUK","PAKU","Ugnu-Kuparuk Airport",
"UUN","ZMBU","Baruun-Urt Airport",
"UUS","UHSS","Yuzhno-Sakhalinsk Airport",
"UVA","KUVA","Garner Field",
"UVE","NWWV","Ouv??a Airport",
"UVF","TLPL","Hewanorra International Airport",
"UVL","HEKG","El Kharga Airport",
"UYL","HSNN","Nyala Airport",
"UYN","ZLYL","Yulin Yuyang Airport",
"UYU","SLUY","Uyuni Airport",
"UZC","LYUZ","U??ice-Ponikve Airport",
"UZU","SATU","Curuz?? Cuati?! Airport",
"VAA","EFVA","Vaasa Airport",
"VAC","EDWU","Varrelbusch Airport",
"VAD","KVAD","Moody Air Force Base",
"VAF","LFLU","Valence-Chabeuil Airport",
"VAG","SBVG","Varginha Airport|Major Brigadeiro Trompowsky Airport",
"VAH","SLVG","Cap. Av. Vidal Villagomez Toledo Airport",
"VAI","AYVN","Vanimo Airport",
"VAK","PAVA","Chevak Airport",
"VAL","SNVB","Valen??a Airport",
"VAM","VRMV","Villa International Airport",
"VAN","LTCI","Van Ferit Melen Airport",
"VAO","AGGV","Suavanao Airport",
"VAP","SCRD","Rodelillo Airfield",
"VAR","LBWN","Varna Airport",
"VAS","LTAR","Sivas Airport",
"VAT","FMMY","Vatomandry Airport",
"VAU","NFNV","Vatukoula Airport",
"VAV","NFTV","Vava??u International Airport",
"VAW","ENSS","Vard?? Airport, Svartnes",
"VBA","VYAN","Ann Airport",
"VBC","VYCZ","Mandalay Chanmyathazi Airport",
"VBG","KVBG","Vandenberg Air Force Base",
"VBP","VYBP","Bokpyin Airport",
"VBS","LIPO","Brescia Airport",
"VBV","NFVB","Vanuabalavu Airport",
"VBY","ESSV","Visby Airport",
"VCA","VVCT","Can Tho International Airport",
"VCD","YVRD","Victoria River Downs Airport",
"VCE","LIPZ","Venice Marco Polo Airport",
"VCH","SUVO","Vichadero Airport",
"VCL","VVCA","Chu Lai International Airport",
"VCP","SBKP","Viracopos International Airport|Viracopos/Campinas International Airport",
"VCR","SVCO","Carora Airport",
"VCS","VVCS","Con Dao Airport",
"VCT","KVCT","Victoria Regional Airport",
"VCV","KVCV","Southern California Logistics Airport",
"VDA","LLOV","Ovda Airport",
"VDB","ENFG","Fagernes Airport, Leirin",
"VDC","SBQV","Vit??ria da Conquista Airport|Pedro Otac??lio Figueiredo Airport",
"VDE","GCHI","El Hierro Airport",
"VDH","VVDH","Dong Hoi Airport",
"VDI","KVDI","Vidalia Regional Airport",
"VDM","SAVV","Gobernador Edgardo Castello Airport",
"VDO","VVVD","Van Don International Airport",
"VDP","SVVP","Valle de la Pascua Airport",
"VDR","SAOD","Villa Dolores Airport",
"VDS","ENVD","Vads?? Airport",
"VDY","VOJV","Vidyanagar Airport",
"VDZ","PAVD","Valdez Airport",
"VEE","PAVE","Venetie Airport",
"VEL","KVEL","Vernal Regional Airport",
"VER","MMVR","General Heriberto Jara International Airport",
"VEV","AGBA","Barakoma Airport",
"VEY","BIVM","Vestmannaeyjar Airport",
"VFA","FVFA","Victoria Falls Airport",
"VGA","VOBZ","Vijayawada Airport",
"VGD","ULWW","Vologda Airport",
"VGO","LEVX","Vigo??""Peinador Airport",
"VGT","KVGT","North Las Vegas Airport",
"VGZ","SKVG","Villa Garz??n Airport",
"VHC","FNSA","Henrique de Carvalho Airport",
"VHM","ESNV","Vilhelmina Airport",
"VHN","KVHN","Culberson County Airport",
"VHV","UENI","Verkhnevilyuysk Airport",
"VHY","LFLV","Vichy ??"" Charmeil Airport",
"VHZ","NTUV","Vahitahi Airport",
"VIA","SSVI","Videira Airport|?,ngelo Ponzoni Municipal Airport",
"VIC","LIPT","Vicenza Airport",
"VIE","LOWW","Vienna International Airport",
"VIG","SVVG","Juan Pablo P??rez Alfonzo Airport",
"VIH","KVIH","Rolla National Airport",
"VII","VVVH","Vinh International Airport",
"VIJ","TUPW","Virgin Gorda Airport",
"VIL","GMMH","Dakhla Airport",
"VIN","UKWW","Havryshivka Vinnytsia International Airport",
"VIQ","WPVQ","Viqueque Airport",
"VIR","FAVG","Virginia Airport",
"VIS","KVIS","Visalia Municipal Airport",
"VIT","LEVT","Vitoria Airport",
"VIX","SBVT","Eurico de Aguiar Salles Airport",
"VIY","LFPV","V??lizy ??"" Villacoublay Air Base",
"VJB","FQXA","Xai-Xai Airport",
"VJI","KVJI","Virginia Highlands Airport",
"VKG","VVRG","Rach Gia Airport",
"VKO","UUWW","Vnukovo International Airport",
"VKS","KVKS","Vicksburg Municipal Airport",
"VKT","UUYW","Vorkuta Airport",
"VLA","KVLA","Vandalia Municipal Airport",
"VLC","LEVC","Valencia Airport",
"VLD","KVLD","Valdosta Regional Airport",
"VLG","SAZV","Villa Gesell Airport",
"VLI","NVVV","Bauerfield International Airport",
"VLK","URRY","Volgodonsk Airport",
"VLL","LEVD","Valladolid Airport",
"VLM","SLVM","Lieutenant Colonel Rafael Pab??n Airport",
"VLN","SVVA","Arturo Michelena International Airport",
"VLR","SCLL","Vallenar Airport",
"VLS","NVSV","Valesdir Airport",
"VLU","ULOL","Velikiye Luki Airport",
"VLV","SVVL","Dr. Antonio Nicol?!s Brice??o Airport",
"VLY","EGOV","Anglesey Airport"" / ""RAF Valley",
"VME","SAOR","Villa Reynolds Airport",
"VMU","AYBA","Baimuru Airport",
"VNA","VLSV","Salavan Airport",
"VNC","KVNC","Venice Municipal Airport",
"VND","FMSU","Vangaindrano Airport",
"VNE","LFRV","Meucon Airport",
"VNO","EYVI","Vilnius Airport",
"VNR","YVRS","Vanrook Airport",
"VNS","VEBN","Lal Bahadur Shastri Airport",
"VNT","EVVA","Ventspils International Airport",
"VNX","FQVL","Vilankulo Airport",
"VNY","KVNY","Van Nuys Airport",
"VOD","LKVO","Vodochody Airport",
"VOG","URWW","Volgograd International Airport",
"VOH","FMNV","Vohemar Airport",
"VOI","GLVA","Voinjama Airport",
"VOK","KVOK","Volk Field Air National Guard Base",
"VOL","LGBL","Nea Anchialos National Airport",
"VOT","SDVG","Votuporanga Airport"" |S??o Paulo",
"VOZ","UUOO","Voronezh International Airport",
"VPE","FNGI","Ondjiva Pereira Airport",
"VPN","BIVO","Vopnafj??r??ur Airport",
"VPS","KVPS","Destin??""Fort Walton Beach Airport"" / ""Eglin Air Force Base",
"VPY","FQCH","Chimoio Airport",
"VPZ","KVPZ","Porter County Regional Airport",
"VQQ","KVQQ","Cecil Airport",
"VQS","TJVQ","Antonio Rivera Rodr??guez Airport",
"VRA","MUVR","Juan Gualberto G??mez Airport",
"VRB","KVRB","Vero Beach Regional Airport",
"VRC","RPUV","Virac Airport",
"VRE","FAVR","Vredendal Airport",
"VRI","ULDW","Varandey Airport",
"VRK","EFVR","Varkaus Airport",
"VRL","LPVR","Vila Real Airport",
"VRN","LIPX","Verona Villafranca Airport",
"VRO","MUKW","Kawama Airport",
"VRU","FAVB","Vryburg Airport",
"VSA","MMVA","Carlos Rovirosa P??rez International Airport",
"VSE","LPVZ","Viseu Airport",
"VSF","KVSF","Hartness State Airport",
"VSG","UKCW","Luhansk International Airport",
"VST","ESOW","Stockholm V??ster??s Airport",
"VTB","UMII","Vitebsk Vostochny Airport",
"VTE","VLVT","Wattay International Airport",
"VTF","NFVL","Vatulele Airport",
"VTG","VVVT","Vung Tau Airport",
"VTL","LFSZ","Vittel - Champ-de-Courses Airport",
"VTM","LLNV","Nevatim Airbase",
"VTN","KVTN","Miller Field |Miller Field",
"VTU","MUVT","Hermanos Ameijeiras Airport",
"VTZ","VEVZ","Visakhapatnam Airport",
"VUP","SKVP","Alfonso L??pez Pumarejo Airport",
"VUS","ULWU","Veliky Ustyug Airport",
"VVB","FMMH","Mahanoro Airport",
"VVC","SKVV","La Vanguardia Airport",
"VVI","SLVR","Viru Viru International Airport",
"VVK","ESSW","V??stervik Airport",
"VVO","UHWW","Vladivostok International Airport",
"VVZ","DAAP","Takhamalt Airport",
"VXC","FQLC","Lichinga Airport",
"VXE","GVSV","Ces?!ria ??vora Airport",
"VXO","ESMX","V??xj??/Kronoberg Airport",
"VYD","FAVY","Vryheid Airport",
"VYI","UENW","Vilyuysk Airport",
"VYS","KVYS","Illinois Valley Regional Airport",
"WAC","HAWC","Wacca Airport""||""Wacca",
"WAD",,"Andriamena Airport""||""Andriamena",
"WAE","OEWD","Wadi al-Dawasir Domestic Airport""||""Wadi ad-Dawasir",
"WAF","OPWN","Wana Airport""||""Wana, Pakistan|Wana",
"WAG","NZWU","Whanganui Airport""||""Whanganui",
"WAH","KBWP","Harry Stern Airport",
"WAI","FMNW","Ambalabe Airport""||""Antsohihy",
"WAJ",,"Wawoi Falls Airport""||""Wawoi Falls",
"WAK","FMSZ","Ankazoabo Airport""||""Ankazoabo",
"WAL","KWAL","Wallops Flight Facility""||""Wallops Island",
"WAM","FMMZ","Ambatondrazaka Airport""||""Ambatondrazaka",
"WAN",,"Waverney Airport""||""Waverney, Queensland|Waverney",
"WAO","AYWB","Wabo Airport""||""Wabo, Papua New Guinea|Wabo",
"WAP","SCAP","Alto Palena Airfield""||""Palena, Chile|Palena",
"WAQ","FMMG","Antsalova Airport""||""Antsalova",
"WAR","WAJR","Waris Airport""||""Waris, Indonesia|Waris",
"WAS||","metropolitan area{{ref|1|1}}||""Washington","D.C.""",
"WAT","EIWF","Waterford Airport""||""Waterford",
"WAU",,"Wauchope Airport""||""Wauchope, New South Wales|Wauchope",
"WAV","YWAV","Wave Hill Airport""||""Kalkarindji",
"WAW","EPWA","Warsaw Chopin Airport""||""Warsaw",
"WAX","HLZW","Zuwarah Airport""||""Zuwarah",
"WAY","KWAY","Greene County Airport |Greene County Airport""||""Waynesburg, Pennsylvania|Waynesburg",
"WAZ","YWCK","Warwick Airport |Warwick Airport""||""Warwick, Queensland|Warwick",
"WBA","WAPV","Wahai Airport""||""Seram Island",
"WBB",,"Stebbins Airport""||""Stebbins, Alaska|Stebbins",
"WBC",,"Wapolu Airport""||""Wapolu",
"WBD","FMNF","Befandriana Airport""||""Befandriana-Avaratra",
"WBE",,"Ankaizina Airport""||""Bealanana",
"WBG","ETNS","Schleswig Air Base""||""Schleswig, Schleswig-Holstein|Schleswig",
"WBK",,"West Branch Community Airport",
"WBM","AYWD","Wapenamanda Airport""||""Wapenamanda",
"WBO","FMSB","Antsoa Airport""||""Beroroha",
"WBQ","PAWB","Beaver Airport""||""Beaver, Alaska|Beaver",
"WBR","KRQB","Roben??""Hood Airport",
"WBU","KBDU","Boulder Municipal Airport",
"WBW","KWBW","Wilkes-Barre Wyoming Valley Airport""||""Wilkes-Barre, Pennsylvania|Wilkes-Barre",
"WCA","SCST","Gamboa Airport""||""Castro, Chile|Castro",
"WCH","SCTN","Chait??n Airfield""||""Chait??n",
"WCR","PALR","Chandalar Lake Airport""||""Chandalar Lake",
"WDA",,"Wadi Ain Airport""||""Wadi Ain",
"WDG","KWDG","Enid Woodring Regional Airport""||""Enid, Oklahoma|Enid",
"WDH","FYWH","Hosea Kutako International Airport""||""Windhoek",
"WDI","YWND","Wondai Airport""||""Wondai",
"WDN",,"Waldronaire Airport"" |Washington",
"WDR","KWDR","Barrow County Airport""||""Winder, Georgia|Winder",
"WDS","ZHSY","Shiyan Wudangshan Airport""||""Shiyan",
"WEA","KWEA","Parker County Airport""||""Weatherford, Texas|Weatherford",
"WED",,"Wedau Airport""||""Wedau, Papua New Guinea|Wedau",
"WEF","ZSWF","Weifang Airport""||""Weifang",
"WEH","ZSWH","Weihai Dashuibo Airport""||""Weihai",
"WEI","YBWP","Weipa Airport""||""Weipa, Queensland|Weipa",
"WEL","FAWM","Welkom Airport""||""Welkom",
"WEP",,"Weam Airport""||""Weam",
"WET","WABG","Waghete Airport""||""Waghete",
"WEW","YWWA","Wee Waa Airport""||""Wee Waa",
"WFB",,"Ketchikan Harbor Seaplane Base",
"WFD","EGCD","Woodford Aerodrome""||""Woodford, Greater Manchester|Woodford",
"WFI","FMSF","Fianarantsoa Airport""||""Fianarantsoa",
"WFK","KFVE","Northern Aroostook Regional Airport",
"WGA","YSWG","Wagga Wagga Airport""||""Wagga Wagga",
"WGC","VOWA","Warangal Airport""||""Warangal",
"WGE","YWLG","Walgett Airport""||""Walgett, New South Wales|Walgett",
"WGN","ZGSY","Shaoyang Wugang Airport""||""Shaoyang",
"WGO","KOKV","Winchester Regional Airport",
"WGP","WADW","Mau Hau Airport",
"WGT","YWGT","Wangaratta Airport""||""Wangaratta",
"WGU",,"Wagau Airport""||""Wagau",
"WGY",,"Wagny Airport""||""Wagny",
"WHD",,"Hyder Seaplane Base",
"WHF","HSSW","Wadi Halfa Airport""||""Wadi Halfa",
"WHK","NZWK","Whakatane Airport""||""Whakatane",
"WHL",,"Welshpool Airport, Victoria|Welshpool Airport""||""Welshpool, Victoria|Welshpool",
"WHO",,"Franz Josef Glacier Aerodrome""||""Franz Josef Glacier",
"WHP","KWHP","Whiteman Airport""||""Los Angeles",
"WHS","EGEH","Whalsay Airstrip""||""Whalsay",
"WHT","KARM","Wharton Regional Airport",
"WHU","ZSWU","Wuhu Airport""||""Wuhu",
"WIB",,"Wilbarger County Airport",
"WIC","EGPC","Wick Airport""||""Wick, Caithness|Wick",
"WIE","ETOU","Lucius D. Clay Kaserne|Wiesbaden Army Airfield""||""Wiesbaden",
"WIK","NZKE","Waiheke Island Aerodrome""||""Waiheke Island",
"WIL","HKNW","Wilson Airport""||""Nairobi",
"WIN","YWTN","Winton Airport""||""Winton, Queensland|Winton",
"WIO","YWCA","Wilcannia Airport""||""Wilcannia",
"WIR","NZWO","Wairoa Aerodrome""||""Wairoa",
"WIT","YWIT","Wittenoom Airport""||""Wittenoom, Western Australia|Wittenoom",
"WIU",,"Witu Airport""||""Witu, Papua New Guinea|Witu",
"WJA",,"Woja Airport""||""Woja",
"WJF","KWJF","General William J. Fox Airfield""||""Lancaster, California|Lancaster",
"WJR","HKWJ","Wajir Airport""||""Wajir",
"WJU","RKNW","Wonju Airport""||""Wonju",
"WKA","NZWF","Wanaka Airport""||""Wanaka",
"WKB","YWKB","Warracknabeal Airport""||""Warracknabeal",
"WKF","FAWK","Air Force Base Waterkloof""||""Pretoria",
"WKI","FVWT","Hwange Town Airport""||""Hwange",
"WKJ","RJCW","Wakkanai Airport""||""Wakkanai, Hokkaido|Wakkanai",
"WKK",,"Aleknagik Airport",
"WKL",,"Waikoloa Heliport",
"WKN",,"Wakunai Airport""||""Wakunai, Papua New Guinea|Wakunai",
